po_number,po_item,company_code,plant,creation_date,cost_center_wbs,func_area,func_area_txt
4805012024,10,1000,1033,20240501,1010252,10,Finance
4805012024,40,4100,10M1,20210504,1027363,27,Manufacturing Support
4805012025,70,3000,1031,20260917,1010474,10,Finance
4509005345,40,1000,1031,20180603,1035306,35,Sales & Marketing
4805012027,50,1000,1000,20241025,1030696,30,Digitization
4805012027,80,4100,1100,20221205,1023807,23,Corporate Affairs
4805012028,30,3000,1000,20200623,1012018,12,Information Technology
4805012029,60,2000,1100,20250907,1023129,23,Corporate Affairs
4509005346,10,2000,4100,20261207,1014491,14,SS Facility Mgt
4805012030,40,4100,1000,20190524,1023351,23,Corporate Affairs
4805012031,70,3000,4100,20210205,1027462,27,Manufacturing Support
4805012032,20,2000,2100,20180121,1023573,23,Corporate Affairs
4805012033,50,1000,1100,20171127,1014684,14,SS Facility Mgt
4509005348,60,3000,1033,20191115,1027676,27,Manufacturing Support
4805012034,30,3000,1100,20180310,1032006,32,Supply Chain
4805012035,60,2000,3200,20221102,1009117,9,Executive Office
4805012036,10,1000,1000,20170225,1028228,28,SS Global Procurement
4805012036,40,4100,10M1,20181227,1012339,12,Information Technology
4509005350,30,4100,1100,20241208,1032861,32,Supply Chain
4805012038,20,2000,10M2,20250126,1010561,10,Finance
4805012039,50,1000,1000,20250802,1032672,32,Supply Chain
4805012039,80,4100,1100,20180705,1020783,20,Legal
4805012040,30,3000,3200,20251010,1027894,27,Manufacturing Support
4509005351,80,1000,1000,20241004,1020146,20,Legal
4805012042,10,1000,1100,20230325,1015216,15,EHSS
4805012042,40,4100,4100,20220604,1035327,35,Sales & Marketing
4805012043,70,3000,4100,20200720,1017438,17,Technology & Innovation
4805012044,20,2000,2100,20180201,1032549,32,Supply Chain
4509005353,50,2000,1033,20190827,1015331,15,EHSS
4805012045,80,4100,10M1,20170824,1015771,15,EHSS
4805012046,30,3000,10M2,20250720,1030882,30,Digitization
4805012047,60,2000,1100,20200507,1035093,35,Sales & Marketing
4805012048,10,1000,10M2,20210914,1025204,25,Human Resources
4509005355,20,3000,1031,20210304,1030516,30,Digitization
4805012049,70,3000,1031,20190918,1027426,27,Manufacturing Support
4805012050,20,2000,1100,20211008,1010537,10,Finance
4805012051,50,1000,1000,20240503,1027648,27,Manufacturing Support
4805012051,80,4100,3200,20231215,1020759,20,Legal
4509005356,70,4100,1031,20170819,1009701,9,Executive Office
4805012053,60,2000,2100,20240207,1012081,12,Information Technology
4805012054,10,1000,1033,20251113,1017192,17,Technology & Innovation
4805012054,40,4100,1033,20211103,1035303,35,Sales & Marketing
4805012055,70,3000,1100,20200210,1030414,30,Digitization
4509005358,40,1000,1031,20180126,1025886,25,Human Resources
4805012057,50,1000,1031,20181122,1035636,35,Sales & Marketing
4805012057,80,4100,10M2,20170127,1028747,28,SS Global Procurement
4805012058,30,3000,2100,20221117,1015858,15,EHSS
4805012059,60,2000,1100,20180106,1014069,14,SS Facility Mgt
4509005360,10,2000,10M2,20260711,1012171,12,Information Technology
4805012060,40,4100,1033,20240715,1027291,27,Manufacturing Support
4805012061,70,3000,1033,20210308,1012402,12,Information Technology
4805012062,20,2000,10M1,20171004,1020513,20,Legal
4805012063,50,1000,1031,20190921,1015624,15,EHSS
4509005361,60,3000,4100,20260120,1035356,35,Sales & Marketing
4805012064,30,3000,1000,20210321,1020846,20,Legal
4805012065,60,2000,1033,20170902,1028057,28,SS Global Procurement
4805012066,10,1000,1031,20260122,1020168,20,Legal
4805012066,40,4100,1031,20251001,1012279,12,Information Technology
4509005363,30,4100,3200,20241125,1023541,23,Corporate Affairs
4805012068,20,2000,10M1,20200727,1017501,17,Technology & Innovation
4805012069,50,1000,10M2,20251122,1012612,12,Information Technology
4805012069,80,4100,10M2,20210518,1012723,12,Information Technology
4805012070,30,3000,1033,20170614,1027834,27,Manufacturing Support
4509005365,80,1000,4100,20251021,1009726,9,Executive Office
4805012072,10,1000,1031,20170516,1012156,12,Information Technology
4805012072,40,4100,1033,20170206,1030267,30,Digitization
4805012073,70,3000,10M2,20210316,1027378,27,Manufacturing Support
4805012074,20,2000,2100,20260824,1028489,28,SS Global Procurement
4509005366,50,2000,3200,20260417,1028011,28,SS Global Procurement
4805012075,80,4100,1000,20190220,1030711,30,Digitization
4805012076,30,3000,2100,20190307,1027307,30,Digitization
4805012077,60,2000,3200,20260919,1028033,28,SS Global Procurement
4805012078,10,1000,1000,20200918,1012144,12,Information Technology
4509005368,20,3000,4100,20250723,1014196,14,SS Facility Mgt
4805012079,70,3000,1100,20240606,1010366,10,Finance
4805012080,20,2000,2100,20230821,1027477,27,Manufacturing Support
4805012081,50,1000,1033,20260401,1012588,12,Information Technology
4805012081,80,4100,3200,20251119,1023699,23,Corporate Affairs
4509005370,70,4100,10M2,20240510,1027381,27,Manufacturing Support
4805012083,60,2000,10M2,20190208,1014021,14,SS Facility Mgt
4805012084,10,1000,3200,20220716,1030132,30,Digitization
4805012084,40,4100,3200,20180419,1027243,27,Manufacturing Support
4805012085,70,3000,4100,20241104,1017354,17,Technology & Innovation
4509005371,40,1000,4100,20210618,1032566,32,Supply Chain
4805012087,50,1000,1033,20180427,1028576,28,SS Global Procurement
4805012087,80,4100,10M2,20220212,1030687,30,Digitization
4805012088,30,3000,10M2,20221127,1025798,25,Human Resources
4805012089,60,2000,10M2,20251223,1012009,12,Information Technology
4509005373,10,2000,1031,20260520,1028751,28,SS Global Procurement
4805012090,40,4100,10M1,20231225,1032231,32,Supply Chain
4805012091,70,3000,10M1,20250825,1032342,32,Supply Chain
4805012092,20,2000,2100,20181222,1035453,35,Sales & Marketing
4805012093,50,1000,2100,20200519,1028564,28,SS Global Procurement
4509005375,60,3000,1031,20170310,1030036,30,Digitization
4805012094,30,3000,1100,20230723,1012786,12,Information Technology
4805012095,60,2000,10M2,20220327,1032897,32,Supply Chain
4805012096,10,1000,2100,20190724,1014108,14,SS Facility Mgt
4805012096,40,4100,1033,20251219,1023219,23,Corporate Affairs
4509005376,30,4100,1100,20240116,1012221,12,Information Technology
4805012098,20,2000,1031,20220109,1030441,30,Digitization
4805012099,50,1000,10M1,20230301,1014552,14,SS Facility Mgt
4805012099,80,4100,10M2,20210406,1027663,27,Manufacturing Support
4805012100,30,3000,1000,20211018,1020774,20,Legal
4509005378,80,1000,3200,20250518,1012406,12,Information Technology
4805012102,10,1000,4100,20220823,1023096,23,Corporate Affairs
4805012102,40,4100,10M1,20180619,1012207,12,Information Technology
4805012103,70,3000,10M2,20201106,1028318,28,SS Global Procurement
4805012104,20,2000,3200,20190424,1023429,23,Corporate Affairs
4509005380,50,2000,2100,20230523,1017591,17,Technology & Innovation
4805012105,80,4100,3200,20220406,1027651,27,Manufacturing Support
4805012106,30,3000,1000,20200425,1017762,17,Technology & Innovation
4805012107,60,2000,1031,20230302,1025873,25,Human Resources
4805012108,10,1000,1033,20170427,1035084,35,Sales & Marketing
4509005381,20,3000,1031,20190512,1014776,14,SS Facility Mgt
4805012109,70,3000,10M2,20261110,1027306,27,Manufacturing Support
4805012110,20,2000,10M1,20200510,1014417,14,SS Facility Mgt
4805012111,50,1000,1100,20241219,1012528,12,Information Technology
4805012111,80,4100,1031,20220627,1012639,12,Information Technology
4509005383,70,4100,1033,20191012,1028061,28,SS Global Procurement
4805012113,60,2000,10M1,20220604,1012861,12,Information Technology
4805012114,10,1000,10M1,20240505,1020072,20,Legal
4805012114,40,4100,1000,20230503,1012183,12,Information Technology
4805012115,70,3000,1100,20240210,1025294,25,Human Resources
4509005385,40,1000,1033,20171009,1030246,30,Digitization
4805012117,50,1000,1000,20200406,1035516,35,Sales & Marketing
4805012117,80,4100,4100,20180417,1010627,10,Finance
4805012118,30,3000,1100,20170927,1030738,30,Digitization
4805012119,60,2000,4100,20241103,1012849,12,Information Technology
4509005386,10,2000,10M2,20180724,1015431,15,EHSS
4805012120,40,4100,4100,20230725,1010171,10,Finance
4805012121,70,3000,1031,20250805,1012282,12,Information Technology
4805012122,20,2000,1100,20200713,1035393,35,Sales & Marketing
4805012123,50,1000,2100,20210905,1023504,23,Corporate Affairs
4509005388,60,3000,3200,20250624,1023616,23,Corporate Affairs
4805012124,30,3000,1000,20231021,1027726,27,Manufacturing Support
4805012125,60,2000,10M2,20190311,1028837,28,SS Global Procurement
4805012126,10,1000,10M2,20200705,1017048,17,Technology & Innovation
4805012126,40,4100,1000,20250425,1030159,30,Digitization
4509005390,30,4100,3200,20210625,1010801,10,Finance
4805012128,20,2000,1100,20200301,1025381,25,Human Resources
4805012129,50,1000,2100,20220210,1027492,27,Manufacturing Support
4805012129,80,4100,1031,20200213,1010603,10,Finance
4805012130,30,3000,4100,20240916,1015714,15,EHSS
4509005391,80,1000,10M1,20261216,1027086,27,Manufacturing Support
4805012132,10,1000,10M2,20200624,1025036,25,Human Resources
4805012132,40,4100,1100,20180321,1015147,15,EHSS
4805012133,70,3000,3200,20180408,1035258,35,Sales & Marketing
4805012134,20,2000,3200,20210515,1015369,15,EHSS
4509005393,50,2000,1000,20200901,1025271,25,Human Resources
4805012135,80,4100,10M2,20220606,1012591,12,Information Technology
4805012136,30,3000,2100,20240425,1009702,9,Executive Office
4805012137,60,2000,10M2,20230207,1012813,12,Information Technology
4805012138,10,1000,3200,20250604,1028024,28,SS Global Procurement
4509005395,20,3000,3200,20200720,1015678,28,SS Global Procurement
4805012139,70,3000,2100,20181210,1027246,27,Manufacturing Support
4805012140,20,2000,1000,20171009,1020357,20,Legal
4805012141,50,1000,3200,20251122,1030468,30,Digitization
4805012141,80,4100,1100,20260411,1009579,9,Executive Office
4509005396,70,4100,1100,20181101,1012641,12,Information Technology
4805012143,60,2000,1031,20210322,1020801,20,Legal
4805012144,10,1000,3200,20260510,1012012,12,Information Technology
4805012144,40,4100,3200,20170428,1015123,15,EHSS
4805012145,70,3000,4100,20171215,1015234,15,EHSS
4509005398,40,1000,1033,20221221,1025826,25,Human Resources
4805012147,50,1000,4100,20190724,1028456,28,SS Global Procurement
4805012147,80,4100,10M2,20221201,1017567,17,Technology & Innovation
4805012148,30,3000,1100,20240111,1027678,27,Manufacturing Support
4805012149,60,2000,10M1,20190211,1032074,20,Legal
4509005400,10,2000,1033,20260402,1023111,23,Corporate Affairs
4805012150,40,4100,10M2,20220503,1028111,28,SS Global Procurement
4805012151,70,3000,3200,20250907,1009222,9,Executive Office
4805012152,20,2000,10M2,20260915,1012333,12,Information Technology
4805012153,50,1000,1000,20201013,1027444,27,Manufacturing Support
4509005401,60,3000,10M2,20250123,1030296,30,Digitization
4805012154,30,3000,1000,20230804,1030666,30,Digitization
4805012155,60,2000,1033,20211106,1030777,30,Digitization
4805012156,10,1000,4100,20210122,1015888,15,EHSS
4805012156,40,4100,2100,20251219,1009099,9,Executive Office
4509005403,30,4100,2100,20260411,1017481,17,Technology & Innovation
4805012158,20,2000,1100,20181221,1027321,27,Manufacturing Support
4805012159,50,1000,10M2,20220609,1032432,32,Supply Chain
4805012159,80,4100,10M2,20210413,1014543,14,SS Facility Mgt
4805012160,30,3000,10M1,20231212,1012654,12,Information Technology
4509005405,80,1000,1100,20200528,1035666,35,Sales & Marketing
4805012162,10,1000,1031,20190707,1017876,17,Technology & Innovation
4805012162,40,4100,10M1,20170723,1032087,32,Supply Chain
4805012163,70,3000,1000,20201128,1028198,28,SS Global Procurement
4805012164,20,2000,3200,20230306,1014309,14,SS Facility Mgt
4509005406,50,2000,4100,20211111,1030851,30,Digitization
4805012165,80,4100,1100,20230514,1035531,35,Sales & Marketing
4805012166,30,3000,2100,20210328,1035642,35,Sales & Marketing
4805012167,60,2000,10M1,20240102,1017753,17,Technology & Innovation
4805012168,10,1000,2100,20200314,1027864,27,Manufacturing Support
4509005408,20,3000,1100,20240908,1014136,14,SS Facility Mgt
4805012169,70,3000,1000,20220805,1030186,30,Digitization
4805012170,20,2000,4100,20231110,1023297,23,Corporate Affairs
4805012171,50,1000,2100,20230806,1017408,17,Technology & Innovation
4805012171,80,4100,1000,20250420,1010519,10,Finance
4509005410,70,4100,1031,20261118,1035321,35,Sales & Marketing
4805012173,60,2000,1100,20210204,1017741,17,Technology & Innovation
4805012174,10,1000,1100,20250613,1009852,9,Executive Office
4805012174,40,4100,1031,20261215,1010063,10,Finance
4805012175,70,3000,1100,20250224,1035174,35,Sales & Marketing
4509005411,40,1000,10M1,20230709,1014506,14,SS Facility Mgt
4805012177,50,1000,10M1,20201216,1012396,12,Information Technology
4805012177,80,4100,2100,20240128,1027507,27,Manufacturing Support
4805012178,30,3000,2100,20261014,1025618,25,Human Resources
4805012179,60,2000,1100,20210121,1010729,10,Finance
4509005413,10,2000,1033,20211018,1027691,27,Manufacturing Support
4805012180,40,4100,1000,20240719,1025051,25,Human Resources
4805012181,70,3000,4100,20250511,1009162,9,Executive Office
4805012182,20,2000,2100,20260115,1009273,9,Executive Office
4805012183,50,1000,1100,20251120,1015384,15,EHSS
4509005415,60,3000,1100,20231113,1012876,12,Information Technology
4805012184,30,3000,1000,20210912,1017606,17,Technology & Innovation
4805012185,60,2000,4100,20200313,1012717,12,Information Technology
4805012186,10,1000,4100,20250106,1025828,25,Human Resources
4805012186,40,4100,10M2,20261009,1027039,27,Manufacturing Support
4509005416,30,4100,1000,20180409,1032161,32,Supply Chain
4805012188,20,2000,1031,20250720,1009261,9,Executive Office
4805012189,50,1000,10M1,20170405,1028372,28,SS Global Procurement
4805012189,80,4100,1033,20251225,1020483,20,Legal
4805012190,30,3000,3200,20171106,1014594,14,SS Facility Mgt
4509005418,80,1000,3200,20241009,1023346,23,Corporate Affairs
4805012192,10,1000,3200,20191005,1015816,15,EHSS
4805012192,40,4100,1031,20201024,1027027,27,Manufacturing Support
4805012193,70,3000,10M2,20250411,1012138,12,Information Technology
4805012194,20,2000,1031,20230212,1025249,25,Human Resources
4509005420,50,2000,1031,20260908,1035531,35,Sales & Marketing
4805012195,80,4100,1000,20240722,1009471,9,Executive Office
4805012196,30,3000,10M2,20170827,1014582,14,SS Facility Mgt
4805012197,60,2000,3200,20250920,1027693,27,Manufacturing Support
4805012198,10,1000,3200,20240201,1030804,30,Digitization
4509005421,20,3000,1033,20260520,1014716,14,SS Facility Mgt
4805012199,70,3000,10M1,20211220,1009126,9,Executive Office
4805012200,20,2000,10M2,20201222,1015237,15,EHSS
4805012201,50,1000,4100,20170927,1025149,23,Corporate Affairs
4805012201,80,4100,4100,20230907,1012459,12,Information Technology
4509005423,70,4100,1033,20170823,1028001,28,SS Global Procurement
4805012203,60,2000,4100,20220911,1014681,14,SS Facility Mgt
4805012204,10,1000,10M2,20170721,1012792,12,Information Technology
4805012204,40,4100,1031,20190323,1023003,23,Corporate Affairs
4805012205,70,3000,2100,20201108,1009114,9,Executive Office
4509005425,40,1000,2100,20220203,1012186,12,Information Technology
4805012207,50,1000,1031,20210125,1027336,27,Manufacturing Support
4805012207,80,4100,10M2,20210823,1010447,10,Finance
4805012208,30,3000,10M2,20190404,1020558,20,Legal
4805012209,60,2000,1000,20191126,1027669,27,Manufacturing Support
4509005426,10,2000,1031,20210704,1025371,25,Human Resources
4805012210,40,4100,10M1,20200827,1025891,25,Human Resources
4805012211,70,3000,1033,20260425,1030102,30,Digitization
4805012212,20,2000,10M1,20250513,1030213,30,Digitization
4805012213,50,1000,1031,20250208,1017324,17,Technology & Innovation
4509005428,60,3000,1031,20180802,1030556,30,Digitization
4805012214,30,3000,2100,20180208,1028546,28,SS Global Procurement
4805012215,60,2000,1033,20170924,1014657,14,SS Facility Mgt
4805012216,10,1000,3200,20250412,1012768,12,Information Technology
4805012216,40,4100,10M1,20251212,1027879,27,Manufacturing Support
4509005430,30,4100,1100,20230119,1035741,35,Sales & Marketing
4805012218,20,2000,3200,20250602,1012201,12,Information Technology
4805012219,50,1000,1100,20211208,1012312,12,Information Technology
4805012219,80,4100,4100,20251113,1035423,35,Sales & Marketing
4805012220,30,3000,1100,20180814,1012534,12,Information Technology
4509005431,80,1000,1031,20210422,1009026,9,Executive Office
4805012222,10,1000,10M1,20180418,1010041,32,Supply Chain
4805012222,40,4100,2100,20260310,1028867,28,SS Global Procurement
4805012223,70,3000,3200,20200408,1020078,20,Legal
4805012224,20,2000,1031,20191217,1010189,10,Finance
4509005433,50,2000,10M1,20200425,1012211,12,Information Technology
4805012225,80,4100,10M2,20250822,1015411,15,EHSS
4805012226,30,3000,1000,20260613,1012522,12,Information Technology
4805012227,60,2000,10M2,20230516,1028633,28,SS Global Procurement
4805012228,10,1000,4100,20240118,1012744,12,Information Technology
4509005435,20,3000,1031,20210116,1027396,27,Manufacturing Support
4805012229,70,3000,3200,20171015,1028066,28,SS Global Procurement
4805012230,20,2000,3200,20220313,1015177,15,EHSS
4805012231,50,1000,10M2,20260828,1012288,12,Information Technology
4805012231,80,4100,1033,20200301,1012399,12,Information Technology
